Timestamp;Epoch;OutsideVert;OutsideHor;InsideCeiling;InsideTable;InsideWork;InsideEye
15.02.2019 00:00:41;1550185241150;10;10;0;9;1;1;2
15.02.2019 00:01:41;1550185301154;10;10;0;6;2;1;2
15.02.2019 00:02:41;1550185361157;10;10;1;10;1;1;2
15.02.2019 00:03:41;1550185421160;10;10;1;6;1;1;2
15.02.2019 00:04:41;1550185481163;10;10;0;6;1;1;2
15.02.2019 00:05:41;1550185541166;10;10;0;5;2;1;2
15.02.2019 00:06:41;1550185601169;10;10;1;5;1;1;2
15.02.2019 00:07:41;1550185661174;10;10;1;11;1;1;2
15.02.2019 00:08:41;1550185721176;10;10;1;5;1;1;2
15.02.2019 00:09:41;1550185781180;10;10;0;10;1;1;2
15.02.2019 00:10:41;1550185841184;10;10;0;7;1;1;2
15.02.2019 00:11:41;1550185901188;10;10;2;11;1;1;2
15.02.2019 00:12:41;1550185961190;10;10;0;8;1;1;2
15.02.2019 00:13:41;1550186021193;10;10;1;7;1;1;2
15.02.2019 00:14:41;1550186081197;10;10;0;5;2;1;2
15.02.2019 00:15:41;1550186141200;10;10;1;7;1;1;2
15.02.2019 00:16:41;1550186201204;10;10;0;5;1;1;2
15.02.2019 00:17:41;1550186261207;10;10;1;9;1;1;2
15.02.2019 00:18:41;1550186321210;10;10;0;7;1;1;2
15.02.2019 00:19:41;1550186381213;10;10;1;9;1;1;2
15.02.2019 00:20:41;1550186441218;10;10;0;11;1;1;2
15.02.2019 00:21:41;1550186501220;10;10;0;7;1;1;2
15.02.2019 00:22:41;1550186561225;10;10;0;11;1;1;2
15.02.2019 00:23:41;1550186621227;10;10;1;9;1;1;2
15.02.2019 00:24:41;1550186681231;10;10;0;5;1;1;2
15.02.2019 00:25:41;1550186741234;10;10;0;6;1;1;2
15.02.2019 00:26:50;1550186810269;10;10;2;11;1;1;2
15.02.2019 00:28:01;1550186881242;10;10;0;7;1;1;2
15.02.2019 00:29:01;1550186941245;10;10;2;7;1;1;2
15.02.2019 00:30:01;1550187001249;10;10;1;11;1;1;2
15.02.2019 00:31:01;1550187061249;10;0;0;5;2;1;2
15.02.2019 00:32:10;1550187130298;10;10;1;11;1;1;2
15.02.2019 00:33:20;1550187200260;10;10;1;9;1;1;2
