Timestamp;Epoch;OutsideVert;OutsideHor;InsideCeiling;InsideTable;InsideWork;InsideEye
19.05.2019 00:00:04;1558216804717;10;0;1;7;2;2;3
19.05.2019 00:01:04;1558216864726;10;0;2;5;2;2;3
19.05.2019 00:02:04;1558216924736;10;0;3;5;2;2;3
19.05.2019 00:03:04;1558216984741;10;0;2;7;2;2;3
19.05.2019 00:04:04;1558217044750;10;0;1;7;2;2;3
19.05.2019 00:05:04;1558217104760;10;0;3;7;2;2;3
19.05.2019 00:06:04;1558217164768;10;0;0;6;2;2;3
19.05.2019 00:07:13;1558217233792;10;0;3;4;2;2;3
19.05.2019 00:08:14;1558217294789;10;0;2;7;2;2;3
19.05.2019 00:09:23;1558217363825;10;0;0;7;2;2;3
19.05.2019 00:10:34;1558217434806;10;0;2;10;2;2;3
19.05.2019 00:11:43;1558217503815;10;0;3;10;2;2;3
19.05.2019 00:12:43;1558217563822;10;0;3;5;2;2;3
19.05.2019 00:13:43;1558217623877;10;0;1;10;1;2;3
19.05.2019 00:14:53;1558217693844;10;0;3;7;2;2;3
19.05.2019 00:15:53;1558217753849;10;0;1;9;2;2;3
19.05.2019 00:16:53;1558217813873;10;0;3;10;2;2;3
19.05.2019 00:18:03;1558217883871;10;0;3;9;2;2;3
19.05.2019 00:19:03;1558217943879;10;0;1;5;2;2;3
19.05.2019 00:20:03;1558218003888;10;0;3;7;2;2;3
19.05.2019 00:21:06;1558218066895;10;0;0;10;2;2;3
19.05.2019 00:22:13;1558218133905;10;0;3;10;2;2;3
19.05.2019 00:23:13;1558218193913;10;0;0;7;2;2;3
19.05.2019 00:24:13;1558218253921;10;0;0;7;2;2;3
19.05.2019 00:25:13;1558218313930;10;0;2;10;2;2;3
19.05.2019 00:26:13;1558218373937;10;0;2;9;2;2;3
19.05.2019 00:27:13;1558218433948;10;10;0;5;2;2;3
19.05.2019 00:28:13;1558218493954;10;0;3;5;2;2;3
19.05.2019 00:29:13;1558218553963;10;0;3;9;2;2;3
19.05.2019 00:30:13;1558218613971;10;0;0;5;2;2;3
19.05.2019 00:31:13;1558218673980;10;0;0;7;2;2;3
19.05.2019 00:32:13;1558218733989;10;0;2;7;2;2;3
19.05.2019 00:33:14;1558218794000;10;0;3;6;2;2;3
19.05.2019 00:34:14;1558218854005;10;0;2;7;2;2;3
19.05.2019 00:35:14;1558218914014;10;0;3;10;2;2;3
19.05.2019 00:36:14;1558218974021;10;0;0;5;2;2;3
19.05.2019 00:37:14;1558219034030;10;0;1;7;2;2;3
19.05.2019 00:38:14;1558219094042;10;0;3;6;2;2;3
19.05.2019 00:39:14;1558219154046;10;0;0;5;2;2;3
19.05.2019 00:40:14;1558219214055;10;0;0;8;2;2;3
19.05.2019 00:41:14;1558219274063;10;0;3;9;2;2;3
19.05.2019 00:42:14;1558219334075;10;0;3;5;2;2;3
19.05.2019 00:43:14;1558219394084;10;0;3;7;2;2;3
19.05.2019 00:44:14;1558219454088;10;0;2;4;2;2;3
19.05.2019 00:45:14;1558219514097;10;0;0;6;2;2;3
19.05.2019 00:46:14;1558219574105;10;0;0;9;2;2;3
19.05.2019 00:47:14;1558219634114;10;0;0;9;2;2;3
19.05.2019 00:48:14;1558219694124;10;0;3;7;2;2;3
19.05.2019 00:49:14;1558219754133;10;0;3;7;2;2;3
19.05.2019 00:50:14;1558219814139;10;0;3;6;2;2;3
19.05.2019 00:51:14;1558219874148;10;0;2;10;2;2;3
19.05.2019 00:52:14;1558219934156;10;0;3;9;2;2;3
19.05.2019 00:53:14;1558219994167;10;0;1;5;2;2;3
19.05.2019 00:54:14;1558220054174;10;0;2;7;2;2;3
19.05.2019 00:55:14;1558220114182;10;0;2;5;2;2;3
19.05.2019 00:56:14;1558220174194;10;0;3;5;2;2;3
19.05.2019 00:57:14;1558220234198;10;0;3;9;2;2;3
19.05.2019 00:58:14;1558220294206;10;0;2;7;2;2;3
19.05.2019 00:59:14;1558220354217;10;0;2;5;2;2;3
