Timestamp;Epoch;OutsideVert;OutsideHor;InsideCeiling;InsideTable;InsideWork;InsideEye
30.04.2019 00:01:02;1556575262911;10;0;0;9;1;1;2
30.04.2019 00:02:12;1556575332903;10;0;0;9;1;1;2
30.04.2019 00:03:22;1556575402948;10;0;1;7;1;1;2
30.04.2019 00:04:32;1556575472926;10;0;0;4;1;1;2
30.04.2019 00:05:42;1556575542893;10;0;1;9;1;1;2
30.04.2019 00:06:52;1556575612875;10;10;0;4;1;1;2
30.04.2019 00:08:02;1556575682865;10;0;0;9;1;1;2
30.04.2019 00:09:03;1556575743857;10;0;1;8;1;1;2
30.04.2019 00:10:13;1556575813850;10;0;0;5;1;1;2
30.04.2019 00:11:22;1556575882861;10;10;0;5;1;1;2
30.04.2019 00:12:22;1556575942865;10;0;0;5;1;1;3
30.04.2019 00:13:32;1556576012827;10;0;0;4;1;1;2
30.04.2019 00:14:32;1556576072830;10;0;0;10;1;1;2
30.04.2019 00:15:32;1556576132830;10;0;1;9;1;1;2
30.04.2019 00:16:33;1556576193808;10;0;0;10;1;1;2
30.04.2019 00:17:43;1556576263799;10;0;0;9;1;1;2
30.04.2019 00:18:53;1556576333791;10;0;1;9;1;1;3
30.04.2019 00:20:02;1556576402831;10;0;1;8;1;1;2
30.04.2019 00:21:13;1556576473777;10;0;1;11;1;1;2
30.04.2019 00:22:23;1556576543770;10;0;0;11;1;1;3
30.04.2019 00:23:33;1556576613761;10;0;0;6;1;1;2
30.04.2019 00:24:42;1556576682808;10;0;1;7;1;1;2
30.04.2019 00:25:43;1556576743748;10;0;1;10;1;1;2
30.04.2019 00:26:53;1556576813742;10;10;0;9;1;1;2
30.04.2019 00:28:03;1556576883730;10;0;0;5;1;1;2
30.04.2019 00:29:13;1556576953724;10;0;0;5;2;1;2
30.04.2019 00:30:23;1556577023716;10;0;0;5;1;1;2
30.04.2019 00:31:33;1556577093708;10;0;0;9;1;1;2
30.04.2019 00:32:43;1556577163699;10;0;1;6;1;1;2
30.04.2019 00:33:53;1556577233691;10;0;0;4;1;1;2
30.04.2019 00:35:03;1556577303684;10;0;0;7;1;1;2
30.04.2019 00:36:13;1556577373677;10;0;0;5;1;1;2
30.04.2019 00:37:23;1556577443669;10;0;0;5;1;2;2
30.04.2019 00:38:33;1556577513661;10;0;0;9;1;1;2
30.04.2019 00:39:43;1556577583653;10;0;0;7;1;1;2
30.04.2019 00:40:53;1556577653646;10;0;0;11;1;1;2
30.04.2019 00:42:03;1556577723639;10;0;0;11;1;1;3
30.04.2019 00:43:13;1556577793630;10;0;0;5;1;1;2
30.04.2019 00:44:23;1556577863622;10;0;1;7;1;1;2
30.04.2019 00:45:33;1556577933614;10;0;0;7;1;1;2
30.04.2019 00:46:43;1556578003608;10;0;1;11;1;1;2
30.04.2019 00:47:53;1556578073598;20;0;0;9;1;1;2
30.04.2019 00:49:03;1556578143593;10;0;0;10;1;1;2
30.04.2019 00:50:13;1556578213583;10;0;1;9;1;1;2
30.04.2019 00:51:23;1556578283575;10;0;1;5;1;1;2
30.04.2019 00:52:33;1556578353568;10;0;0;4;1;1;2
30.04.2019 00:53:43;1556578423561;10;0;0;5;1;1;2
30.04.2019 00:54:53;1556578493552;10;0;0;4;1;1;2
30.04.2019 00:56:03;1556578563544;10;0;0;9;1;1;2
30.04.2019 00:57:13;1556578633537;10;0;1;10;1;1;2
30.04.2019 00:58:23;1556578703529;10;0;0;5;1;1;2
30.04.2019 00:59:33;1556578773525;10;10;0;5;1;1;2
30.04.2019 01:00:43;1556578843515;10;0;0;6;1;1;2
30.04.2019 01:01:53;1556578913514;20;10;0;4;1;1;2
30.04.2019 01:03:03;1556578983507;10;10;0;5;1;1;2
30.04.2019 01:04:13;1556579053501;10;0;0;4;1;1;2
30.04.2019 01:05:23;1556579123497;10;0;0;10;1;1;2
30.04.2019 01:06:33;1556579193493;10;0;0;6;1;1;2
30.04.2019 01:07:43;1556579263492;10;10;1;10;1;1;2
30.04.2019 01:08:53;1556579333485;20;0;1;10;1;1;2
30.04.2019 01:10:03;1556579403478;10;0;1;9;1;1;2
30.04.2019 01:11:13;1556579473477;20;10;0;5;2;2;2
30.04.2019 01:12:23;1556579543471;10;10;0;5;2;2;3
30.04.2019 01:13:33;1556579613464;10;0;1;10;1;1;2
30.04.2019 01:14:43;1556579683459;10;0;0;5;1;1;2
30.04.2019 01:15:53;1556579753453;10;0;0;5;2;1;2
30.04.2019 01:17:03;1556579823449;10;0;1;9;1;1;2
30.04.2019 01:18:13;1556579893448;10;10;0;9;1;1;3
30.04.2019 01:19:23;1556579963440;10;0;0;9;1;1;2
30.04.2019 01:20:33;1556580033435;10;0;0;9;1;1;2
30.04.2019 01:21:43;1556580103430;10;0;0;7;1;1;2
30.04.2019 01:22:53;1556580173425;10;0;0;7;1;1;2
30.04.2019 01:24:03;1556580243421;10;0;0;7;1;1;2
30.04.2019 01:25:13;1556580313414;10;0;0;5;1;1;2
30.04.2019 01:26:23;1556580383410;10;0;0;9;1;1;2
30.04.2019 01:27:33;1556580453405;10;0;0;5;1;1;2
30.04.2019 01:28:43;1556580523401;10;0;0;10;1;1;2
30.04.2019 01:29:53;1556580593395;10;0;1;6;1;1;2
30.04.2019 01:31:03;1556580663391;10;0;1;9;1;1;2
30.04.2019 01:32:13;1556580733388;10;0;0;11;1;1;2
30.04.2019 01:33:23;1556580803382;10;0;0;4;1;1;2
30.04.2019 01:34:33;1556580873377;10;0;0;7;1;1;2
30.04.2019 01:35:43;1556580943372;10;0;0;5;1;1;2
