Timestamp;Epoch;OutsideVert;OutsideHor;InsideCeiling;InsideTable;InsideWork;InsideEye
28.05.2019 00:00:21;1558994421647;10;0;0;0;0;0;1
28.05.2019 00:01:31;1558994491641;10;0;0;0;0;0;4
28.05.2019 00:02:41;1558994561634;10;0;0;0;0;0;0
28.05.2019 00:03:51;1558994631629;10;0;0;0;0;0;0
28.05.2019 00:05:01;1558994701625;10;0;0;0;0;0;1
28.05.2019 00:06:11;1558994771620;20;0;0;0;0;0;1
28.05.2019 00:07:21;1558994841615;10;0;0;0;0;0;1
28.05.2019 00:08:31;1558994911612;20;0;0;0;0;0;5
28.05.2019 00:09:41;1558994981607;10;0;0;0;0;0;5
28.05.2019 00:10:51;1558995051601;10;0;0;0;0;0;1
28.05.2019 00:12:01;1558995121598;10;0;0;0;0;0;2
28.05.2019 00:13:11;1558995191593;10;0;0;0;0;0;1
28.05.2019 00:14:21;1558995261587;10;0;0;0;0;0;3
28.05.2019 00:15:31;1558995331583;20;0;0;0;0;0;4
28.05.2019 00:16:41;1558995401578;10;0;0;0;0;0;1
28.05.2019 00:17:51;1558995471574;10;0;0;0;0;0;4
28.05.2019 00:19:01;1558995541569;10;0;0;0;0;0;1
28.05.2019 00:20:11;1558995611564;10;0;0;0;0;0;1
28.05.2019 00:21:21;1558995681559;10;0;0;0;0;0;1
28.05.2019 00:22:31;1558995751554;10;0;0;0;0;0;0
28.05.2019 00:23:41;1558995821550;10;0;0;0;0;0;4
28.05.2019 00:24:51;1558995891545;10;0;0;0;0;0;3
28.05.2019 00:26:01;1558995961542;10;0;0;0;0;0;3
28.05.2019 00:27:11;1558996031536;10;0;0;0;0;0;0
28.05.2019 00:28:21;1558996101531;10;0;0;0;0;0;3
28.05.2019 00:29:31;1558996171528;10;0;0;0;0;0;4
28.05.2019 00:30:41;1558996241523;10;0;0;0;0;0;5
28.05.2019 00:31:51;1558996311516;10;0;0;0;0;0;0
28.05.2019 00:33:01;1558996381513;20;0;0;0;0;0;0
28.05.2019 00:34:11;1558996451507;10;0;0;0;0;0;1
28.05.2019 00:35:21;1558996521504;10;0;0;0;0;0;4
28.05.2019 00:36:31;1558996591497;10;0;0;0;0;0;3
28.05.2019 00:37:41;1558996661492;10;0;0;0;0;0;5
28.05.2019 00:38:51;1558996731488;10;0;0;0;0;0;1
28.05.2019 00:40:01;1558996801482;10;0;0;0;0;0;0
28.05.2019 00:41:11;1558996871478;10;0;0;0;0;0;2
28.05.2019 00:42:21;1558996941472;10;0;0;0;0;0;0
28.05.2019 00:43:31;1558997011468;20;0;0;0;0;0;1
