Timestamp;Epoch;OutsideVert;OutsideHor;InsideCeiling;InsideTable;InsideWork;InsideEye
20.06.2019 00:00:52;1560981652321;10;0;2;12;3;3;3
20.06.2019 00:01:52;1560981712333;10;0;4;17;3;2;3
20.06.2019 00:02:52;1560981772338;10;0;4;18;3;2;3
20.06.2019 00:03:52;1560981832345;10;0;3;16;3;2;3
20.06.2019 00:04:52;1560981892358;10;0;4;17;3;2;3
20.06.2019 00:05:52;1560981952362;10;0;3;16;3;3;3
20.06.2019 00:06:52;1560982012368;10;0;3;16;3;3;3
20.06.2019 00:07:52;1560982072377;10;0;1;9;3;2;3
20.06.2019 00:08:52;1560982132390;10;0;4;17;2;2;3
20.06.2019 00:09:52;1560982192399;10;0;3;13;3;3;3
20.06.2019 00:10:52;1560982252402;10;0;2;9;3;2;3
20.06.2019 00:11:52;1560982312416;10;0;2;12;3;3;3
20.06.2019 00:12:52;1560982372420;10;0;2;10;3;2;3
20.06.2019 00:13:52;1560982432429;10;0;2;12;3;3;3
20.06.2019 00:14:52;1560982492441;10;0;2;13;3;3;3
20.06.2019 00:15:52;1560982552452;10;0;3;18;3;2;3
20.06.2019 00:16:52;1560982612457;10;0;3;13;3;2;3
20.06.2019 00:17:52;1560982672468;10;0;4;18;3;2;3
20.06.2019 00:18:52;1560982732478;10;0;4;18;3;2;3
20.06.2019 00:19:52;1560982792483;10;0;3;16;3;3;3
20.06.2019 00:20:52;1560982852492;10;0;4;16;2;2;3
20.06.2019 00:21:52;1560982912501;10;0;3;14;3;2;3
20.06.2019 00:22:52;1560982972512;10;0;4;18;3;2;3
20.06.2019 00:23:52;1560983032518;10;0;3;12;3;2;3
20.06.2019 00:24:52;1560983092526;10;0;3;16;3;3;3
20.06.2019 00:25:52;1560983152532;10;0;2;10;3;2;3
20.06.2019 00:26:52;1560983212539;10;0;1;9;3;2;3
20.06.2019 00:27:52;1560983272548;10;0;1;9;3;2;3
20.06.2019 00:28:52;1560983332563;10;0;4;18;2;2;3
20.06.2019 00:29:52;1560983392563;10;0;1;9;3;2;3
20.06.2019 00:30:52;1560983452578;10;0;3;13;3;2;3
20.06.2019 00:31:52;1560983512589;10;0;4;18;3;2;3
20.06.2019 00:32:52;1560983572595;10;0;1;11;3;3;3
20.06.2019 00:33:52;1560983632599;10;0;2;9;3;2;3
20.06.2019 00:34:52;1560983692613;10;0;2;12;3;3;3
20.06.2019 00:35:52;1560983752622;10;0;3;15;3;3;3
20.06.2019 00:36:52;1560983812630;10;0;3;12;3;2;3
20.06.2019 00:37:52;1560983872638;10;0;3;13;3;2;3
20.06.2019 00:38:52;1560983932647;10;0;4;16;3;2;3
20.06.2019 00:39:52;1560983992656;10;0;3;11;3;2;3
20.06.2019 00:40:52;1560984052662;10;0;2;9;3;2;3
20.06.2019 00:41:52;1560984112673;10;0;4;17;3;2;3
20.06.2019 00:42:52;1560984172679;10;0;2;12;3;3;3
20.06.2019 00:43:52;1560984232692;10;0;3;16;3;3;3
20.06.2019 00:44:52;1560984292699;10;0;4;18;3;2;3
20.06.2019 00:45:52;1560984352704;10;0;2;9;3;2;3
20.06.2019 00:46:52;1560984412719;10;0;3;14;3;2;3
20.06.2019 00:47:52;1560984472727;10;0;3;16;3;2;3
20.06.2019 00:48:52;1560984532736;10;0;3;11;3;2;3
20.06.2019 00:49:52;1560984592745;10;0;3;14;3;2;3
20.06.2019 00:50:52;1560984652749;10;0;2;8;3;2;3
20.06.2019 00:51:52;1560984712762;10;0;3;15;3;3;3
20.06.2019 00:52:52;1560984772771;10;0;4;15;3;2;3
20.06.2019 00:53:52;1560984832779;10;0;4;16;2;2;3
20.06.2019 00:54:52;1560984892784;10;0;2;9;3;2;3
20.06.2019 00:55:52;1560984952797;10;0;3;15;3;3;3
20.06.2019 00:56:52;1560985012805;10;0;4;16;3;2;3
20.06.2019 00:57:52;1560985072818;10;0;3;18;3;2;3
20.06.2019 00:58:52;1560985132823;10;0;3;14;3;3;3
20.06.2019 00:59:52;1560985192832;10;0;3;16;3;3;3
20.06.2019 01:00:52;1560985252839;10;0;1;11;3;3;3
20.06.2019 01:01:52;1560985312844;10;0;2;12;3;3;3
20.06.2019 01:02:52;1560985372855;10;0;3;16;3;3;3
20.06.2019 01:03:52;1560985432860;10;0;4;17;3;2;3
20.06.2019 01:04:52;1560985492864;10;0;3;16;3;3;3
20.06.2019 01:05:52;1560985552865;10;0;2;9;3;2;3
20.06.2019 01:06:52;1560985612872;10;0;2;9;3;2;3
20.06.2019 01:07:52;1560985672882;10;0;3;14;3;2;3
20.06.2019 01:08:52;1560985732889;10;0;2;13;3;3;3
20.06.2019 01:09:52;1560985792894;10;0;3;10;3;2;3
20.06.2019 01:10:52;1560985852901;10;0;4;15;3;2;3
20.06.2019 01:11:52;1560985912904;10;0;2;9;3;2;3
20.06.2019 01:12:52;1560985972910;10;0;1;8;3;2;3
20.06.2019 01:13:52;1560986032916;10;0;2;9;3;2;3
20.06.2019 01:14:52;1560986092928;10;0;2;13;3;3;3
20.06.2019 01:15:52;1560986152929;10;0;1;8;3;2;3
20.06.2019 01:16:52;1560986212939;10;0;3;11;3;2;3
20.06.2019 01:17:52;1560986272947;10;0;3;15;3;3;3
20.06.2019 01:18:52;1560986332948;10;0;3;9;3;2;3
20.06.2019 01:20:02;1560986402957;10;0;3;11;3;3;3
20.06.2019 01:21:02;1560986462968;10;0;3;17;3;2;3
20.06.2019 01:22:02;1560986522971;10;0;3;13;3;2;3
20.06.2019 01:23:02;1560986582977;10;0;4;12;3;2;3
20.06.2019 01:24:02;1560986642985;10;0;5;16;2;2;3
20.06.2019 01:25:12;1560986712026;10;0;5;17;3;2;3
20.06.2019 01:26:22;1560986782999;10;0;3;16;3;3;3
20.06.2019 01:27:32;1560986852027;10;0;3;11;3;2;3
20.06.2019 01:28:33;1560986913009;10;0;3;13;3;3;3
20.06.2019 01:29:33;1560986973019;10;0;3;14;3;3;3
20.06.2019 01:30:42;1560987042025;10;0;1;11;3;3;3
20.06.2019 01:31:42;1560987102033;10;0;3;16;3;3;3
20.06.2019 01:32:42;1560987162072;10;0;5;18;3;2;3
20.06.2019 01:33:52;1560987232046;10;0;3;11;3;2;3
20.06.2019 01:34:52;1560987292052;10;0;3;9;3;2;3
20.06.2019 01:35:52;1560987352057;10;0;2;9;3;2;3
20.06.2019 01:36:52;1560987412065;10;0;5;16;2;2;3
20.06.2019 01:37:52;1560987472068;10;0;1;10;3;2;3
20.06.2019 01:38:52;1560987532109;10;0;5;17;3;2;3
20.06.2019 01:40:02;1560987602087;10;0;5;17;3;2;3
20.06.2019 01:41:02;1560987662088;10;0;2;11;3;3;3
20.06.2019 01:42:02;1560987722097;10;0;3;13;3;3;3
20.06.2019 01:43:02;1560987782102;10;0;5;15;3;2;3
20.06.2019 01:44:02;1560987842110;10;0;2;9;3;2;3
20.06.2019 01:45:02;1560987902115;10;0;5;14;3;2;3
20.06.2019 01:46:02;1560987962120;10;0;3;11;3;2;3
20.06.2019 01:47:02;1560988022125;10;0;2;9;3;2;3
20.06.2019 01:48:02;1560988082131;10;0;2;9;3;2;3
20.06.2019 01:49:02;1560988142137;10;0;1;8;3;2;3
20.06.2019 01:50:02;1560988202143;10;0;1;8;3;2;3
20.06.2019 01:51:02;1560988262154;10;0;3;11;3;2;3
