Timestamp;Epoch;OutsideVert;OutsideHor;InsideCeiling;InsideTable;InsideWork;InsideEye;InsideTable2;InsideWork2
07.07.2019 00:00:33;1562450433961;10.00;0.00;0.03;0.00;0.00;36.00;3.00;0.00;0.00
07.07.2019 00:01:43;1562450503960;10.00;0.00;0.03;0.00;0.00;36.00;3.00;0.00;0.00
07.07.2019 00:02:53;1562450573958;10.00;0.00;0.03;0.00;0.00;31.00;3.00;0.00;0.00
07.07.2019 00:04:03;1562450643956;10.00;0.00;0.03;0.00;0.00;32.00;3.00;0.00;0.00
07.07.2019 00:05:13;1562450713955;10.00;0.00;0.03;0.00;0.00;39.00;3.00;0.00;0.00
07.07.2019 00:06:23;1562450783953;10.00;0.00;0.03;0.00;0.00;32.00;3.00;0.00;0.00
07.07.2019 00:07:33;1562450853952;10.00;0.00;0.03;0.00;0.00;39.00;3.00;0.00;0.00
07.07.2019 00:08:43;1562450923950;10.00;0.00;0.03;0.00;0.00;31.00;3.00;0.00;0.00
07.07.2019 00:09:53;1562450993949;10.00;0.00;0.03;0.00;0.00;39.00;3.00;0.00;0.00
07.07.2019 00:11:03;1562451063947;10.00;0.00;0.03;0.00;0.00;29.00;3.00;0.00;0.00
07.07.2019 00:12:13;1562451133945;10.00;0.00;0.03;0.00;0.00;39.00;3.00;0.00;0.00
07.07.2019 00:13:13;1562451193945;10.00;0.00;0.03;0.00;0.00;32.00;3.00;0.00;0.00
07.07.2019 00:14:23;1562451263943;10.00;0.00;0.03;0.00;0.00;39.00;3.00;0.00;0.00
07.07.2019 00:15:33;1562451333941;10.00;0.00;0.03;0.00;0.00;38.00;3.00;0.00;0.00
07.07.2019 00:16:33;1562451393941;10.00;0.00;0.03;0.00;0.00;32.00;3.00;0.00;0.00
07.07.2019 00:17:43;1562451463938;10.00;0.00;0.03;0.00;0.00;35.00;3.00;0.00;0.00
07.07.2019 00:18:53;1562451533936;10.00;0.00;0.03;0.00;0.00;35.00;3.00;0.00;0.00
07.07.2019 00:19:53;1562451593936;10.00;0.00;0.03;0.00;0.00;31.00;3.00;0.00;0.00
07.07.2019 00:21:03;1562451663934;10.00;0.00;0.03;0.00;0.00;36.00;3.00;0.00;0.00
07.07.2019 00:22:03;1562451723934;10.00;0.00;0.03;0.00;0.00;29.00;3.00;0.00;0.00
07.07.2019 00:23:13;1562451793931;10.00;0.00;0.03;0.00;0.00;29.00;3.00;0.00;0.00
07.07.2019 00:24:23;1562451863930;10.00;0.00;0.03;0.00;0.00;38.00;3.00;0.00;0.00
