Timestamp;Epoch;OutsideVert;OutsideHor;InsideCeiling;InsideTable;InsideWork;InsideEye;InsideTable2;InsideWork2
06.07.2019 00:49:25;1562366965550;10.00;0.00;0.03;0.00;0.00;34.00;3.00;0.00;0.00
06.07.2019 00:50:35;1562367035549;10.00;0.00;0.03;0.00;0.00;30.00;3.00;0.00;0.00
06.07.2019 00:51:45;1562367105547;10.00;0.00;0.03;0.00;0.00;32.00;3.00;0.00;0.00
06.07.2019 00:52:55;1562367175545;10.00;0.00;0.03;0.00;0.00;37.00;3.00;0.00;0.00
06.07.2019 00:54:05;1562367245544;10.00;0.00;0.03;0.00;0.00;39.00;3.00;0.00;0.00
06.07.2019 00:55:15;1562367315542;10.00;0.00;0.03;0.00;0.00;32.00;3.00;0.00;0.00
06.07.2019 00:56:25;1562367385541;10.00;0.00;0.03;0.00;0.00;36.00;3.00;0.00;0.00
06.07.2019 00:57:35;1562367455539;10.00;0.00;0.03;0.00;0.00;35.00;3.00;0.00;0.00
06.07.2019 00:58:35;1562367515541;10.00;0.00;0.06;0.00;0.00;37.00;3.00;0.00;0.00
06.07.2019 00:59:45;1562367585537;10.00;0.00;0.03;0.00;0.00;39.00;3.00;0.00;0.00
06.07.2019 01:00:45;1562367645537;10.00;0.00;0.03;0.00;0.00;35.00;3.00;0.00;0.00
06.07.2019 01:01:55;1562367715534;10.00;0.00;0.03;0.00;0.00;38.00;3.00;0.00;0.00
06.07.2019 01:03:05;1562367785534;10.00;0.00;0.03;0.00;0.00;37.00;3.00;0.00;0.00
06.07.2019 01:04:15;1562367855532;10.00;0.00;0.03;0.00;0.00;39.00;3.00;0.00;0.00
06.07.2019 01:05:25;1562367925530;10.00;0.00;0.03;0.00;0.00;39.00;3.00;0.00;0.00
06.07.2019 01:06:35;1562367995528;10.00;0.00;0.03;0.00;0.00;30.00;3.00;0.00;0.00
06.07.2019 01:07:45;1562368065527;10.00;0.00;0.03;0.00;0.00;39.00;3.00;0.00;0.00
06.07.2019 01:08:55;1562368135526;10.00;0.00;0.03;0.00;0.00;34.00;3.00;0.00;0.00
06.07.2019 01:10:05;1562368205523;10.00;0.00;0.03;0.00;0.00;33.00;3.00;0.00;0.00
06.07.2019 01:11:15;1562368275522;10.00;0.00;0.03;0.00;0.00;39.00;3.00;0.00;0.00
06.07.2019 01:12:25;1562368345521;10.00;0.00;0.03;0.00;0.00;35.00;3.00;0.00;0.00
06.07.2019 01:13:35;1562368415518;10.00;0.00;0.03;0.00;0.00;31.00;3.00;0.00;0.00
06.07.2019 01:14:45;1562368485516;10.00;0.00;0.03;0.00;0.00;30.00;3.00;0.00;0.00
06.07.2019 01:15:55;1562368555515;10.00;0.00;0.03;0.00;0.00;31.00;3.00;0.00;0.00
06.07.2019 01:17:05;1562368625514;10.00;0.00;0.03;0.00;0.00;31.00;3.00;0.00;0.00
06.07.2019 01:18:15;1562368695511;10.00;0.00;0.03;0.00;0.00;34.00;3.00;0.00;0.00
06.07.2019 01:19:15;1562368755511;10.00;0.00;0.03;0.00;0.00;36.00;3.00;0.00;0.00
06.07.2019 01:20:25;1562368825510;10.00;0.00;0.03;0.00;0.00;32.00;3.00;0.00;0.00
06.07.2019 01:21:35;1562368895507;10.00;0.00;0.03;0.00;0.00;38.00;3.00;0.00;0.00
06.07.2019 01:22:45;1562368965505;10.00;0.00;0.03;0.00;0.00;37.00;3.00;0.00;0.00
06.07.2019 01:23:45;1562369025506;10.00;0.00;0.03;0.00;0.00;31.00;3.00;0.00;0.00
06.07.2019 01:24:55;1562369095504;10.00;0.00;0.03;0.00;0.00;38.00;3.00;0.00;0.00
06.07.2019 01:26:05;1562369165501;10.00;0.00;0.03;0.00;0.00;37.00;3.00;0.00;0.00
06.07.2019 01:27:05;1562369225501;10.00;0.00;0.03;0.00;0.00;33.00;3.00;0.00;0.00
06.07.2019 01:28:15;1562369295499;10.00;0.00;0.03;0.00;0.00;33.00;3.00;0.00;0.00
06.07.2019 01:29:25;1562369365498;10.00;0.00;0.03;0.00;0.00;32.00;3.00;0.00;0.00
06.07.2019 01:30:35;1562369435496;10.00;0.00;0.03;0.00;0.00;36.00;3.00;0.00;0.00
06.07.2019 01:31:45;1562369505493;10.00;0.00;0.03;0.00;0.00;38.00;3.00;0.00;0.00
06.07.2019 01:32:45;1562369565493;10.00;0.00;0.03;0.00;0.00;39.00;3.00;0.00;0.00
06.07.2019 01:33:55;1562369635490;10.00;0.00;0.03;0.00;0.00;36.00;3.00;0.00;0.00
06.07.2019 01:35:05;1562369705488;10.00;0.00;0.03;0.00;0.00;37.00;3.00;0.00;0.00
06.07.2019 01:36:15;1562369775487;10.00;0.00;0.03;0.00;0.00;31.00;3.00;0.00;0.00
06.07.2019 01:37:15;1562369835487;10.00;0.00;0.03;0.00;0.00;36.00;3.00;0.00;0.00
06.07.2019 01:38:25;1562369905484;10.00;0.00;0.03;0.00;0.00;36.00;3.00;0.00;0.00
06.07.2019 01:39:35;1562369975483;10.00;0.00;0.03;0.00;0.00;35.00;3.00;0.00;0.00
06.07.2019 01:40:45;1562370045481;10.00;0.00;0.03;0.00;0.00;32.00;3.00;0.00;0.00
06.07.2019 01:41:45;1562370105481;10.00;0.00;0.03;0.00;0.00;38.00;3.00;0.00;0.00
06.07.2019 01:42:55;1562370175478;10.00;0.00;0.03;0.00;0.00;29.00;3.00;0.00;0.00
06.07.2019 01:44:05;1562370245477;10.00;0.00;0.03;0.00;0.00;30.00;3.00;0.00;0.00
06.07.2019 01:45:05;1562370305477;10.00;0.00;0.03;0.00;0.00;37.00;3.00;0.00;0.00
06.07.2019 01:46:15;1562370375476;10.00;0.00;0.03;0.00;0.00;32.00;3.00;0.00;0.00
06.07.2019 01:47:25;1562370445474;10.00;0.00;0.03;0.00;0.00;30.00;3.00;0.00;0.00
06.07.2019 01:48:35;1562370515471;10.00;0.00;0.03;0.00;0.00;30.00;3.00;0.00;0.00
06.07.2019 01:49:35;1562370575471;10.00;0.00;0.03;0.00;0.00;33.00;3.00;0.00;0.00
06.07.2019 01:50:45;1562370645468;10.00;0.00;0.03;0.00;0.00;36.00;3.00;0.00;0.00
06.07.2019 01:51:55;1562370715467;10.00;0.00;0.03;0.00;0.00;35.00;3.00;0.00;0.00
06.07.2019 01:52:55;1562370775467;10.00;0.00;0.03;0.00;0.00;32.00;3.00;0.00;0.00
06.07.2019 01:54:05;1562370845466;10.00;0.00;0.03;0.00;0.00;32.00;3.00;0.00;0.00
06.07.2019 01:55:15;1562370915462;10.00;0.00;0.03;0.00;0.00;32.00;3.00;0.00;0.00
06.07.2019 01:56:25;1562370985461;10.00;0.00;0.03;0.00;0.00;30.00;3.00;0.00;0.00
06.07.2019 01:57:35;1562371055459;20.00;0.00;0.03;0.00;0.00;31.00;3.00;0.00;0.00
06.07.2019 01:58:45;1562371125457;10.00;0.00;0.03;0.00;0.00;37.00;3.00;0.00;0.00
06.07.2019 01:59:55;1562371195456;10.00;0.00;0.03;0.00;0.00;32.00;3.00;0.00;0.00
06.07.2019 02:01:05;1562371265454;10.00;0.00;0.03;0.00;0.00;35.00;3.00;0.00;0.00
06.07.2019 02:02:05;1562371325454;10.00;0.00;0.03;0.00;0.00;38.00;3.00;0.00;0.00
06.07.2019 02:03:15;1562371395451;10.00;0.00;0.03;0.00;0.00;31.00;3.00;0.00;0.00
06.07.2019 02:04:25;1562371465450;10.00;0.00;0.03;0.00;0.00;39.00;3.00;0.00;0.00
06.07.2019 02:05:35;1562371535449;10.00;0.00;0.03;0.00;0.00;29.00;3.00;0.00;0.00
06.07.2019 02:06:45;1562371605447;10.00;0.00;0.03;0.00;0.00;32.00;3.00;0.00;0.00
06.07.2019 02:07:55;1562371675445;10.00;0.00;0.03;0.00;0.00;38.00;3.00;0.00;0.00
06.07.2019 02:09:05;1562371745444;10.00;0.00;0.03;0.00;0.00;37.00;3.00;0.00;0.00
06.07.2019 02:10:15;1562371815442;10.00;0.00;0.03;0.00;0.00;37.00;3.00;0.00;0.00
06.07.2019 02:11:25;1562371885440;10.00;0.00;0.03;0.00;0.00;29.00;3.00;0.00;0.00
06.07.2019 02:12:35;1562371955438;10.00;0.00;0.03;0.00;0.00;37.00;3.00;0.00;0.00
06.07.2019 02:13:45;1562372025437;10.00;0.00;0.03;0.00;0.00;38.00;3.00;0.00;0.00
06.07.2019 02:14:55;1562372095435;10.00;0.00;0.03;0.00;0.00;37.00;3.00;0.00;0.00
06.07.2019 02:16:05;1562372165434;10.00;0.00;0.03;0.00;0.00;38.00;3.00;0.00;0.00
06.07.2019 02:17:15;1562372235430;10.00;0.00;0.03;0.00;0.00;31.00;3.00;0.00;0.00
06.07.2019 02:18:15;1562372295430;10.00;0.00;0.03;0.00;0.00;28.00;3.00;0.00;0.00
06.07.2019 02:19:25;1562372365428;10.00;0.00;0.03;0.00;0.00;35.00;3.00;0.00;0.00
06.07.2019 02:20:35;1562372435425;10.00;0.00;0.03;0.00;0.00;35.00;3.00;0.00;0.00
06.07.2019 02:21:45;1562372505424;10.00;0.00;0.03;0.00;0.00;37.00;3.00;0.00;0.00
06.07.2019 02:22:55;1562372575422;10.00;0.00;0.03;0.00;0.00;29.00;3.00;0.00;0.00
06.07.2019 02:24:05;1562372645420;10.00;0.00;0.03;0.00;0.00;35.00;3.00;0.00;0.00
06.07.2019 02:25:15;1562372715418;10.00;0.00;0.03;0.00;0.00;33.00;3.00;0.00;0.00
06.07.2019 02:26:25;1562372785417;10.00;0.00;0.03;0.00;0.00;39.00;3.00;0.00;0.00
06.07.2019 02:27:35;1562372855416;10.00;0.00;0.03;0.00;0.00;32.00;3.00;0.00;0.00
06.07.2019 02:28:35;1562372915417;10.00;0.00;0.03;0.00;0.00;30.00;3.00;0.00;0.00
06.07.2019 02:29:35;1562372975417;10.00;0.00;0.03;0.00;0.00;32.00;3.00;0.00;0.00
06.07.2019 02:30:35;1562373035418;10.00;0.00;0.03;0.00;0.00;32.00;3.00;0.00;0.00
06.07.2019 02:31:35;1562373095418;10.00;0.00;0.03;0.00;0.00;33.00;3.00;0.00;0.00
06.07.2019 02:32:35;1562373155418;10.00;0.00;0.03;0.00;0.00;32.00;3.00;0.00;0.00
06.07.2019 02:33:35;1562373215418;10.00;0.00;0.03;0.00;0.00;29.00;3.00;0.00;0.00
06.07.2019 02:34:45;1562373285416;10.00;0.00;0.03;0.00;0.00;36.00;3.00;0.00;0.00
06.07.2019 02:35:55;1562373355414;10.00;0.00;0.03;0.00;0.00;31.00;3.00;0.00;0.00
06.07.2019 02:36:55;1562373415414;10.00;0.00;0.03;0.00;0.00;39.00;3.00;0.00;0.00
06.07.2019 02:37:55;1562373475414;10.00;0.00;0.03;0.00;0.00;32.00;3.00;0.00;0.00
06.07.2019 02:39:05;1562373545410;10.00;0.00;0.03;0.00;0.00;38.00;3.00;0.00;0.00
06.07.2019 02:40:15;1562373615410;10.00;0.00;0.03;0.00;0.00;39.00;3.00;0.00;0.00
06.07.2019 02:41:25;1562373685406;10.00;0.00;0.03;0.00;0.00;37.00;3.00;0.00;0.00
06.07.2019 02:42:35;1562373755406;10.00;0.00;0.03;0.00;0.00;31.00;3.00;0.00;0.00
06.07.2019 02:43:45;1562373825404;10.00;0.00;0.03;0.00;0.00;33.00;3.00;0.00;0.00
06.07.2019 02:44:55;1562373895402;10.00;0.00;0.03;0.00;0.00;37.00;3.00;0.00;0.00
06.07.2019 02:46:05;1562373965401;10.00;0.00;0.03;0.00;0.00;37.00;3.00;0.00;0.00
06.07.2019 02:47:15;1562374035400;10.00;0.00;0.03;0.00;0.00;29.00;3.00;0.00;0.00
06.07.2019 02:48:25;1562374105398;10.00;0.00;0.03;0.00;0.00;37.00;3.00;0.00;0.00
06.07.2019 02:49:35;1562374175397;10.00;0.00;0.03;0.00;0.00;30.00;3.00;0.00;0.00
06.07.2019 02:50:45;1562374245394;10.00;0.00;0.03;0.00;0.00;32.00;3.00;0.00;0.00
06.07.2019 02:51:55;1562374315393;10.00;0.00;0.03;0.00;0.00;31.00;3.00;0.00;0.00
06.07.2019 02:53:05;1562374385392;10.00;0.00;0.03;0.00;0.00;31.00;3.00;0.00;0.00
06.07.2019 02:54:15;1562374455391;10.00;0.00;0.03;0.00;0.00;37.00;3.00;0.00;0.00
06.07.2019 02:55:25;1562374525390;10.00;0.00;0.03;0.00;0.00;32.00;3.00;0.00;0.00
06.07.2019 02:56:35;1562374595387;10.00;0.00;0.03;0.00;0.00;36.00;3.00;0.00;0.00
06.07.2019 02:57:35;1562374655387;10.00;0.00;0.03;0.00;0.00;32.00;3.00;0.00;0.00
06.07.2019 02:58:45;1562374725385;10.00;0.00;0.03;0.00;0.00;35.00;3.00;0.00;0.00
06.07.2019 02:59:55;1562374795384;10.00;0.00;0.03;0.00;0.00;35.00;3.00;0.00;0.00
06.07.2019 03:01:05;1562374865382;10.00;0.00;0.03;0.00;0.00;34.00;3.00;0.00;0.00
06.07.2019 03:02:15;1562374935380;10.00;0.00;0.03;0.00;0.00;29.00;3.00;0.00;0.00
06.07.2019 03:03:15;1562374995380;10.00;0.00;0.03;0.00;0.00;38.00;3.00;0.00;0.00
06.07.2019 03:04:25;1562375065378;10.00;0.00;0.03;0.00;0.00;32.00;3.00;0.00;0.00
06.07.2019 03:05:35;1562375135376;10.00;0.00;0.03;0.00;0.00;37.00;3.00;0.00;0.00
06.07.2019 03:06:45;1562375205374;10.00;0.00;0.03;0.00;0.00;30.00;3.00;0.00;0.00
06.07.2019 03:07:45;1562375265374;10.00;0.00;0.03;0.00;0.00;30.00;3.00;0.00;0.00
06.07.2019 03:08:55;1562375335372;10.00;0.00;0.03;0.00;0.00;37.00;3.00;0.00;0.00
06.07.2019 03:10:05;1562375405370;10.00;0.00;0.03;0.00;0.00;29.00;3.00;0.00;0.00
06.07.2019 03:11:15;1562375475367;10.00;0.00;0.03;0.00;0.00;37.00;3.00;0.00;0.00
06.07.2019 03:12:25;1562375545366;10.00;0.00;0.03;0.00;0.00;38.00;3.00;0.00;0.00
06.07.2019 03:13:35;1562375615364;10.00;0.00;0.03;0.00;0.00;32.00;3.00;0.00;0.00
06.07.2019 03:14:45;1562375685362;10.00;0.00;0.03;0.00;0.00;38.00;3.00;0.00;0.00
06.07.2019 03:15:45;1562375745362;10.00;0.00;0.03;0.00;0.00;32.00;3.00;0.00;0.00
06.07.2019 03:16:55;1562375815361;10.00;0.00;0.03;0.00;0.00;36.00;3.00;0.00;0.00
06.07.2019 03:18:05;1562375885359;10.00;0.00;0.03;0.00;0.00;28.00;3.00;0.00;0.00
06.07.2019 03:19:15;1562375955357;10.00;0.00;0.03;0.00;0.00;28.00;3.00;0.00;0.00
06.07.2019 03:20:15;1562376015357;10.00;0.00;0.03;0.00;0.00;36.00;3.00;0.00;0.00
06.07.2019 03:21:25;1562376085355;10.00;0.00;0.03;0.00;0.00;35.00;3.00;0.00;0.00
06.07.2019 03:22:35;1562376155354;10.00;0.00;0.03;0.00;0.00;39.00;3.00;0.00;0.00
06.07.2019 03:23:45;1562376225351;10.00;0.00;0.03;0.00;0.00;32.00;3.00;0.00;0.00
06.07.2019 03:24:55;1562376295349;10.00;0.00;0.03;0.00;0.00;29.00;3.00;0.00;0.00
06.07.2019 03:25:55;1562376355350;10.00;0.00;0.03;0.00;0.00;31.00;3.00;0.00;0.00
06.07.2019 03:27:05;1562376425347;10.00;0.00;0.03;0.00;0.00;32.00;3.00;0.00;0.00
06.07.2019 03:28:15;1562376495346;10.00;0.00;0.03;0.00;0.00;37.00;3.00;0.00;0.00
06.07.2019 03:29:25;1562376565344;10.00;0.00;0.03;0.00;0.00;30.00;3.00;0.00;0.00
06.07.2019 03:30:35;1562376635343;10.00;0.00;0.03;0.00;0.00;32.00;3.00;0.00;0.00
06.07.2019 03:31:35;1562376695343;10.00;0.00;0.03;0.00;0.00;31.00;3.00;0.00;0.00
06.07.2019 03:32:45;1562376765341;10.00;0.00;0.03;0.00;0.00;38.00;3.00;0.00;0.00
06.07.2019 03:33:55;1562376835338;10.00;0.00;0.03;0.00;0.00;32.00;3.00;0.00;0.00
06.07.2019 03:35:05;1562376905338;10.00;0.00;0.03;0.00;0.00;32.00;3.00;0.00;0.00
06.07.2019 03:36:15;1562376975335;10.00;0.00;0.03;0.00;0.00;37.00;3.00;0.00;0.00
06.07.2019 03:37:15;1562377035335;10.00;0.00;0.03;0.00;0.00;28.00;3.00;0.00;0.00
06.07.2019 03:38:25;1562377105333;10.00;0.00;0.03;0.00;0.00;38.00;3.00;0.00;0.00
06.07.2019 03:39:35;1562377175331;10.00;0.00;0.03;0.00;0.00;37.00;3.00;0.00;0.00
06.07.2019 03:40:35;1562377235331;10.00;0.00;0.03;0.00;0.00;38.00;3.00;0.00;0.00
06.07.2019 03:41:45;1562377305329;10.00;0.00;0.03;0.00;0.00;38.00;3.00;0.00;0.00
06.07.2019 03:42:55;1562377375327;10.00;0.00;0.03;0.00;0.00;28.00;3.00;0.00;0.00
06.07.2019 03:44:05;1562377445325;10.00;0.00;0.03;0.00;0.00;37.00;3.00;0.00;0.00
06.07.2019 03:45:15;1562377515323;10.00;0.00;0.03;0.00;0.00;37.00;3.00;0.00;0.00
06.07.2019 03:46:25;1562377585321;10.00;0.00;0.03;0.00;0.00;35.00;3.00;0.00;0.00
06.07.2019 03:47:25;1562377645321;10.00;0.00;0.03;0.00;0.00;34.00;3.00;0.00;0.00
06.07.2019 03:48:35;1562377715319;10.00;0.00;0.03;0.00;0.00;37.00;3.00;0.00;0.00
06.07.2019 03:49:45;1562377785317;10.00;0.00;0.03;0.00;0.00;32.00;3.00;0.00;0.00
06.07.2019 03:50:55;1562377855315;10.00;0.00;0.03;0.00;0.00;38.00;3.00;0.00;0.00
06.07.2019 03:52:05;1562377925314;10.00;0.00;0.03;0.00;0.00;37.00;3.00;0.00;0.00
06.07.2019 03:53:15;1562377995312;10.00;0.00;0.03;0.00;0.00;36.00;3.00;0.00;0.00
06.07.2019 03:54:25;1562378065311;10.00;0.00;0.03;0.00;0.00;32.00;3.00;0.00;0.00
06.07.2019 03:55:35;1562378135310;10.00;0.00;0.03;0.00;0.00;28.00;3.00;0.00;0.00
06.07.2019 03:56:45;1562378205307;10.00;0.00;0.03;0.00;0.00;37.00;3.00;0.00;0.00
06.07.2019 03:57:55;1562378275306;10.00;0.00;0.03;0.00;0.00;36.00;3.00;0.00;0.00
06.07.2019 03:58:55;1562378335306;10.00;0.00;0.03;0.00;0.00;36.00;3.00;0.00;0.00
06.07.2019 04:00:05;1562378405304;10.00;0.00;0.03;0.00;0.00;36.00;3.00;0.00;0.00
06.07.2019 04:01:15;1562378475303;10.00;0.00;0.03;0.00;0.00;36.00;3.00;0.00;0.00
06.07.2019 04:02:25;1562378545300;10.00;0.00;0.03;0.00;0.00;37.00;3.00;0.00;0.00
06.07.2019 04:03:25;1562378605300;10.00;0.00;0.03;0.00;0.00;34.00;3.00;0.00;0.00
06.07.2019 04:04:35;1562378675299;10.00;0.00;0.03;0.00;0.00;32.00;3.00;0.00;0.00
06.07.2019 04:05:45;1562378745297;10.00;0.00;0.03;0.00;0.00;36.00;3.00;0.00;0.00
06.07.2019 04:06:55;1562378815294;10.00;0.00;0.03;0.00;0.00;29.00;3.00;0.00;0.00
06.07.2019 04:08:05;1562378885293;10.00;0.00;0.03;0.00;0.00;37.00;3.00;0.00;0.00
06.07.2019 04:09:05;1562378945294;10.00;0.00;0.03;0.00;0.00;36.00;3.00;0.00;0.00
06.07.2019 04:10:15;1562379015292;10.00;0.00;0.03;0.00;0.00;31.00;3.00;0.00;0.00
06.07.2019 04:11:25;1562379085290;10.00;0.00;0.03;0.00;0.00;29.00;3.00;0.00;0.00
06.07.2019 04:12:35;1562379155287;10.00;0.00;0.03;0.00;0.00;29.00;3.00;0.00;0.00
06.07.2019 04:13:35;1562379215287;10.00;0.00;0.03;0.00;0.00;30.00;3.00;0.00;0.00
06.07.2019 04:14:45;1562379285284;10.00;0.00;0.03;0.00;0.00;36.00;3.00;0.00;0.00
06.07.2019 04:15:55;1562379355282;10.00;0.00;0.03;0.00;0.00;36.00;3.00;0.00;0.00
06.07.2019 04:17:05;1562379425281;10.00;0.00;0.03;0.00;0.00;30.00;3.00;0.00;0.00
06.07.2019 04:18:15;1562379495279;10.00;0.00;0.03;0.00;0.00;29.00;3.00;0.00;0.00
06.07.2019 04:19:25;1562379565277;10.00;0.00;0.03;0.00;0.00;33.00;3.00;0.00;0.00
06.07.2019 04:20:25;1562379625277;10.00;0.00;0.03;0.00;0.00;36.00;3.00;0.00;0.00
06.07.2019 04:21:35;1562379695274;10.00;0.00;0.03;0.00;0.00;31.00;3.00;0.00;0.00
06.07.2019 04:22:35;1562379755275;10.00;0.00;0.03;0.00;0.00;28.00;3.00;0.00;0.00
06.07.2019 04:23:45;1562379825273;10.00;0.00;0.03;0.00;0.00;28.00;3.00;0.00;0.00
06.07.2019 04:24:55;1562379895271;10.00;0.00;0.03;0.00;0.00;31.00;3.00;0.00;0.00
06.07.2019 04:26:05;1562379965270;10.00;0.00;0.03;0.00;0.00;37.00;3.00;0.00;0.00
06.07.2019 04:27:15;1562380035267;10.00;0.00;0.03;0.00;0.00;29.00;3.00;0.00;0.00
06.07.2019 04:28:25;1562380105266;10.00;0.00;0.03;0.00;0.00;32.00;3.00;0.00;0.00
06.07.2019 04:29:35;1562380175266;10.00;0.00;0.03;0.00;0.00;36.00;3.00;0.00;0.00
06.07.2019 04:30:45;1562380245263;10.00;0.00;0.03;0.00;0.00;35.00;3.00;0.00;0.00
06.07.2019 04:31:45;1562380305263;10.00;0.00;0.03;0.00;0.00;36.00;3.00;0.00;0.00
06.07.2019 04:32:55;1562380375261;10.00;0.00;0.03;0.00;0.00;32.00;3.00;0.00;0.00
06.07.2019 04:34:05;1562380445259;10.00;0.00;0.03;0.00;0.00;29.00;3.00;0.00;0.00
06.07.2019 04:35:15;1562380515258;10.00;0.00;0.03;0.00;0.00;29.00;3.00;0.00;0.00
06.07.2019 04:36:25;1562380585256;10.00;0.00;0.03;0.00;0.00;37.00;3.00;0.00;0.00
06.07.2019 04:37:35;1562380655254;10.00;0.00;0.03;0.00;0.00;32.00;3.00;0.00;0.00
06.07.2019 04:38:35;1562380715254;10.00;0.00;0.03;0.00;0.00;32.00;3.00;0.00;0.00
06.07.2019 04:39:45;1562380785252;10.00;0.00;0.03;0.00;0.00;28.00;3.00;0.00;0.00
06.07.2019 04:40:55;1562380855251;10.00;0.00;0.03;0.00;0.00;30.00;3.00;0.00;0.00
06.07.2019 04:42:05;1562380925249;10.00;0.00;0.03;0.00;0.00;35.00;3.00;0.00;0.00
06.07.2019 04:43:15;1562380995247;10.00;0.00;0.03;0.00;0.00;35.00;3.00;0.00;0.00
06.07.2019 04:44:15;1562381055247;10.00;0.00;0.03;0.00;0.00;31.00;3.00;0.00;0.00
06.07.2019 04:45:25;1562381125245;10.00;0.00;0.03;0.00;0.00;37.00;3.00;0.00;0.00
