Timestamp;Epoch;OutsideVert;OutsideHor;InsideCeiling;InsideTable;InsideWork;InsideEye
26.05.2019 00:00:24;1558821624539;10;0;0;0;0;0;0
26.05.2019 00:01:24;1558821684550;10;0;0;0;0;0;3
26.05.2019 00:02:34;1558821754562;10;0;0;0;0;0;0
26.05.2019 00:03:43;1558821823583;10;0;0;0;0;0;4
26.05.2019 00:04:43;1558821883603;10;0;0;0;0;0;4
26.05.2019 00:05:43;1558821943643;10;0;0;0;0;0;0
26.05.2019 00:06:44;1558822004608;10;0;0;0;0;0;4
26.05.2019 00:07:53;1558822073670;10;0;0;0;0;0;4
26.05.2019 00:09:03;1558822143684;10;0;0;0;0;0;3
26.05.2019 00:10:13;1558822213646;10;0;0;0;0;0;4
26.05.2019 00:11:13;1558822273657;10;0;0;0;0;0;4
26.05.2019 00:12:13;1558822333667;10;0;0;0;0;0;1
26.05.2019 00:13:14;1558822394680;10;0;0;0;0;0;3
26.05.2019 00:14:23;1558822463691;10;0;0;0;0;0;0
26.05.2019 00:15:23;1558822523703;10;0;0;0;0;0;0
26.05.2019 00:16:23;1558822583712;10;0;0;0;0;0;3
26.05.2019 00:17:23;1558822643724;10;0;0;0;0;0;0
26.05.2019 00:18:23;1558822703737;10;0;0;0;0;0;3
26.05.2019 00:19:23;1558822763747;10;0;0;0;0;0;0
26.05.2019 00:20:23;1558822823759;10;0;0;0;0;0;1
26.05.2019 00:21:23;1558822883769;10;0;0;0;0;0;0
26.05.2019 00:22:23;1558822943780;10;0;0;0;0;0;0
26.05.2019 00:23:23;1558823003792;10;0;0;0;0;0;3
26.05.2019 00:24:23;1558823063802;10;0;0;0;0;0;0
26.05.2019 00:25:23;1558823123814;10;0;0;0;0;0;1
26.05.2019 00:26:23;1558823183824;10;0;0;0;0;0;3
26.05.2019 00:27:23;1558823243835;10;0;0;0;0;0;4
26.05.2019 00:28:23;1558823303845;10;0;0;0;0;0;1
26.05.2019 00:29:23;1558823363856;10;0;0;0;0;0;0
26.05.2019 00:30:23;1558823423867;10;0;0;0;0;0;0
26.05.2019 00:31:23;1558823483880;10;0;0;0;0;0;4
26.05.2019 00:32:23;1558823543889;10;0;0;0;0;0;4
26.05.2019 00:33:23;1558823603901;10;0;0;0;0;0;3
26.05.2019 00:34:23;1558823663911;10;0;0;0;0;0;4
26.05.2019 00:35:23;1558823723921;20;0;0;0;0;0;4
26.05.2019 00:36:23;1558823783933;10;0;0;0;0;0;3
26.05.2019 00:37:23;1558823843942;10;0;0;0;0;0;1
26.05.2019 00:38:23;1558823903953;10;0;0;0;0;0;2
26.05.2019 00:39:23;1558823963965;10;0;0;0;0;0;1
